Region,County,First Dose,Series Complete,Report as of
Southern Tier,Tompkins,51,0,12/23/2020
Mid-Hudson,Ulster,509,2,12/23/2020
Capital Region,Warren,286,0,12/23/2020
Capital Region,Washington,130,0,12/23/2020
Finger Lakes,Wayne,118,0,12/23/2020
Mid-Hudson,Westchester,3676,17,12/23/2020
Finger Lakes,Wyoming,71,0,12/23/2020
Finger Lakes,Yates,82,0,12/23/2020
Capital Region,Albany,2562,6,12/24/2020
Western New York,Allegany,141,0,12/24/2020
New York City,Bronx,2774,9,12/24/2020
Southern Tier,Broome,259,0,12/24/2020
Western New York,Cattaraugus,318,0,12/24/2020
Central New York,Cayuga,599,0,12/24/2020
Western New York,Chautauqua,362,1,12/24/2020
Southern Tier,Chemung,29,0,12/24/2020
Southern Tier,Chenango,113,0,12/24/2020
North Country,Clinton,447,1,12/24/2020
Capital Region,Columbia,179,0,12/24/2020
Central New York,Cortland,248,1,12/24/2020
Southern Tier,Delaware,188,1,12/24/2020
Mid-Hudson,Dutchess,1025,8,12/24/2020
Western New York,Erie,7134,5,12/24/2020
North Country,Essex,120,0,12/24/2020
North Country,Franklin,395,0,12/24/2020
Mohawk Valley,Fulton,182,0,12/24/2020
Finger Lakes,Genesee,91,0,12/24/2020
Capital Region,Greene,110,0,12/24/2020
North Country,Hamilton,9,0,12/24/2020
Mohawk Valley,Herkimer,202,0,12/24/2020
North Country,Jefferson,129,0,12/24/2020
New York City,Kings,7923,30,12/24/2020
North Country,Lewis,24,0,12/24/2020
Finger Lakes,Livingston,200,0,12/24/2020
Central New York,Madison,375,0,12/24/2020
Finger Lakes,Monroe,3763,7,12/24/2020
Mohawk Valley,Montgomery,270,0,12/24/2020
Long Island,Nassau,7360,15,12/24/2020
New York City,New York,10307,22,12/24/2020
Western New York,Niagara,953,1,12/24/2020
Mohawk Valley,Oneida,1370,2,12/24/2020
Central New York,Onondaga,2844,4,12/24/2020
Finger Lakes,Ontario,640,1,12/24/2020
Mid-Hudson,Orange,1573,10,12/24/2020
Finger Lakes,Orleans,47,0,12/24/2020
Central New York,Oswego,329,0,12/24/2020
Mohawk Valley,Otsego,348,1,12/24/2020
Mid-Hudson,Putnam,245,4,12/24/2020
New York City,Queens,6883,22,12/24/2020
Capital Region,Rensselaer,838,4,12/24/2020
New York City,Richmond,2493,8,12/24/2020
Mid-Hudson,Rockland,1321,5,12/24/2020
Capital Region,Saratoga,1541,3,12/24/2020
Capital Region,Schenectady,991,3,12/24/2020
Mohawk Valley,Schoharie,72,1,12/24/2020
Southern Tier,Schuyler,21,0,12/24/2020
Finger Lakes,Seneca,93,0,12/24/2020
North Country,St. Lawrence,1001,1,12/24/2020
Southern Tier,Steuben,220,0,12/24/2020
Long Island,Suffolk,5169,17,12/24/2020
Mid-Hudson,Sullivan,215,2,12/24/2020
Southern Tier,Tioga,39,0,12/24/2020
Southern Tier,Tompkins,295,0,12/24/2020
Mid-Hudson,Ulster,863,4,12/24/2020
Capital Region,Warren,369,1,12/24/2020
Capital Region,Washington,166,0,12/24/2020
Finger Lakes,Wayne,174,0,12/24/2020
Mid-Hudson,Westchester,4434,19,12/24/2020
Finger Lakes,Wyoming,82,0,12/24/2020
Finger Lakes,Yates,103,0,12/24/2020
Capital Region,Albany,2623,6,12/25/2020
Western New York,Allegany,155,1,12/25/2020
New York City,Bronx,3245,10,12/25/2020
Southern Tier,Broome,260,0,12/25/2020
Western New York,Cattaraugus,355,0,12/25/2020
Central New York,Cayuga,604,0,12/25/2020
Western New York,Chautauqua,364,1,12/25/2020
Southern Tier,Chemung,29,0,12/25/2020
Southern Tier,Chenango,113,0,12/25/2020
North Country,Clinton,481,1,12/25/2020
Capital Region,Columbia,180,0,12/25/2020
Central New York,Cortland,248,1,12/25/2020
Southern Tier,Delaware,191,1,12/25/2020
Mid-Hudson,Dutchess,1041,8,12/25/2020
Western New York,Erie,7143,5,12/25/2020
North Country,Essex,124,0,12/25/2020
North Country,Franklin,396,0,12/25/2020
Mohawk Valley,Fulton,182,0,12/25/2020
Finger Lakes,Genesee,95,0,12/25/2020
Capital Region,Greene,110,0,12/25/2020
North Country,Hamilton,10,0,12/25/2020
Mohawk Valley,Herkimer,203,0,12/25/2020
North Country,Jefferson,129,0,12/25/2020
New York City,Kings,8341,30,12/25/2020
North Country,Lewis,24,0,12/25/2020
Finger Lakes,Livingston,210,0,12/25/2020
Central New York,Madison,383,0,12/25/2020
Finger Lakes,Monroe,4034,7,12/25/2020
Mohawk Valley,Montgomery,271,0,12/25/2020
Long Island,Nassau,8086,18,12/25/2020
New York City,New York,10464,23,12/25/2020
Western New York,Niagara,955,1,12/25/2020
Mohawk Valley,Oneida,1371,2,12/25/2020
Central New York,Onondaga,2897,4,12/25/2020
Finger Lakes,Ontario,652,1,12/25/2020
Mid-Hudson,Orange,1593,11,12/25/2020
Finger Lakes,Orleans,49,0,12/25/2020
Central New York,Oswego,332,0,12/25/2020
Mohawk Valley,Otsego,349,1,12/25/2020
Mid-Hudson,Putnam,252,4,12/25/2020
New York City,Queens,7412,25,12/25/2020
Capital Region,Rensselaer,849,4,12/25/2020
New York City,Richmond,2532,8,12/25/2020
Mid-Hudson,Rockland,1345,5,12/25/2020
Capital Region,Saratoga,1565,3,12/25/2020
Capital Region,Schenectady,1007,3,12/25/2020
Mohawk Valley,Schoharie,73,1,12/25/2020
Southern Tier,Schuyler,21,0,12/25/2020
Finger Lakes,Seneca,93,0,12/25/2020
North Country,St. Lawrence,1001,1,12/25/2020
Southern Tier,Steuben,220,0,12/25/2020
Long Island,Suffolk,5584,18,12/25/2020
Mid-Hudson,Sullivan,249,2,12/25/2020
Southern Tier,Tioga,39,0,12/25/2020
Southern Tier,Tompkins,295,0,12/25/2020
Mid-Hudson,Ulster,871,4,12/25/2020
Capital Region,Warren,415,1,12/25/2020
Capital Region,Washington,196,0,12/25/2020
Finger Lakes,Wayne,177,0,12/25/2020
Mid-Hudson,Westchester,4629,19,12/25/2020
Finger Lakes,Wyoming,83,0,12/25/2020
Finger Lakes,Yates,103,0,12/25/2020
Capital Region,Albany,2793,6,12/26/2020
Western New York,Allegany,156,1,12/26/2020
New York City,Bronx,3467,11,12/26/2020
Southern Tier,Broome,368,1,12/26/2020
Western New York,Cattaraugus,355,0,12/26/2020
Central New York,Cayuga,607,0,12/26/2020
Western New York,Chautauqua,365,1,12/26/2020
Southern Tier,Chemung,29,0,12/26/2020
Southern Tier,Chenango,125,0,12/26/2020
North Country,Clinton,486,1,12/26/2020
Capital Region,Columbia,184,0,12/26/2020
Central New York,Cortland,250,1,12/26/2020
Southern Tier,Delaware,193,1,12/26/2020
Mid-Hudson,Dutchess,1084,8,12/26/2020
Western New York,Erie,7288,5,12/26/2020
North Country,Essex,138,0,12/26/2020
North Country,Franklin,454,0,12/26/2020
Mohawk Valley,Fulton,187,0,12/26/2020
Finger Lakes,Genesee,114,0,12/26/2020
Capital Region,Greene,120,0,12/26/2020
North Country,Hamilton,10,0,12/26/2020
Mohawk Valley,Herkimer,211,0,12/26/2020
North Country,Jefferson,135,0,12/26/2020
New York City,Kings,8726,31,12/26/2020
North Country,Lewis,24,0,12/26/2020
Finger Lakes,Livingston,249,0,12/26/2020
Central New York,Madison,486,0,12/26/2020
Finger Lakes,Monroe,4687,8,12/26/2020
Mohawk Valley,Montgomery,276,0,12/26/2020
Long Island,Nassau,8464,21,12/26/2020
New York City,New York,11362,29,12/26/2020
Western New York,Niagara,971,1,12/26/2020
Mohawk Valley,Oneida,1440,2,12/26/2020
Central New York,Onondaga,3007,4,12/26/2020
Finger Lakes,Ontario,685,1,12/26/2020
Mid-Hudson,Orange,1624,11,12/26/2020
Finger Lakes,Orleans,72,0,12/26/2020
Central New York,Oswego,339,0,12/26/2020
Mohawk Valley,Otsego,351,1,12/26/2020
Mid-Hudson,Putnam,262,4,12/26/2020
New York City,Queens,7882,30,12/26/2020
Capital Region,Rensselaer,948,4,12/26/2020
New York City,Richmond,2601,8,12/26/2020
Mid-Hudson,Rockland,1395,5,12/26/2020
Capital Region,Saratoga,1681,3,12/26/2020
Capital Region,Schenectady,1051,3,12/26/2020
Mohawk Valley,Schoharie,76,1,12/26/2020
Southern Tier,Schuyler,21,0,12/26/2020
Finger Lakes,Seneca,95,0,12/26/2020
North Country,St. Lawrence,1206,1,12/26/2020
Southern Tier,Steuben,250,0,12/26/2020
Long Island,Suffolk,5899,18,12/26/2020
Mid-Hudson,Sullivan,250,2,12/26/2020
Southern Tier,Tioga,41,0,12/26/2020
Southern Tier,Tompkins,301,0,12/26/2020
Mid-Hudson,Ulster,894,4,12/26/2020
Capital Region,Warren,427,1,12/26/2020
Capital Region,Washington,202,0,12/26/2020
Finger Lakes,Wayne,197,0,12/26/2020
Mid-Hudson,Westchester,4932,23,12/26/2020
Finger Lakes,Wyoming,85,0,12/26/2020
Finger Lakes,Yates,107,0,12/26/2020
Capital Region,Albany,3059,6,12/27/2020
Western New York,Allegany,159,1,12/27/2020
New York City,Bronx,3663,11,12/27/2020
Southern Tier,Broome,370,1,12/27/2020
Western New York,Cattaraugus,380,0,12/27/2020
Central New York,Cayuga,611,0,12/27/2020
Western New York,Chautauqua,367,1,12/27/2020
Southern Tier,Chemung,29,0,12/27/2020
Southern Tier,Chenango,125,0,12/27/2020
North Country,Clinton,666,1,12/27/2020
Capital Region,Columbia,192,0,12/27/2020
Central New York,Cortland,251,1,12/27/2020
Southern Tier,Delaware,194,1,12/27/2020
Mid-Hudson,Dutchess,1100,8,12/27/2020
Western New York,Erie,7436,5,12/27/2020
North Country,Essex,219,0,12/27/2020
North Country,Franklin,587,1,12/27/2020
Mohawk Valley,Fulton,202,0,12/27/2020
Finger Lakes,Genesee,124,0,12/27/2020
Capital Region,Greene,127,0,12/27/2020
North Country,Hamilton,12,0,12/27/2020
Mohawk Valley,Herkimer,213,0,12/27/2020
North Country,Jefferson,140,0,12/27/2020
New York City,Kings,9346,33,12/27/2020
North Country,Lewis,69,0,12/27/2020
Finger Lakes,Livingston,259,0,12/27/2020
Central New York,Madison,493,0,12/27/2020
Finger Lakes,Monroe,5127,8,12/27/2020
Mohawk Valley,Montgomery,282,0,12/27/2020
Long Island,Nassau,8799,22,12/27/2020
New York City,New York,12056,30,12/27/2020
Western New York,Niagara,1166,1,12/27/2020
Mohawk Valley,Oneida,1464,2,12/27/2020
Central New York,Onondaga,3098,4,12/27/2020
Finger Lakes,Ontario,721,1,12/27/2020
Mid-Hudson,Orange,1650,12,12/27/2020
Finger Lakes,Orleans,78,0,12/27/2020
Central New York,Oswego,348,1,12/27/2020
Mohawk Valley,Otsego,351,1,12/27/2020
Mid-Hudson,Putnam,270,4,12/27/2020
New York City,Queens,8462,35,12/27/2020
Capital Region,Rensselaer,1084,6,12/27/2020
New York City,Richmond,2724,9,12/27/2020
Mid-Hudson,Rockland,1453,6,12/27/2020
Capital Region,Saratoga,1848,4,12/27/2020
Capital Region,Schenectady,1211,4,12/27/2020
Mohawk Valley,Schoharie,79,1,12/27/2020
Southern Tier,Schuyler,21,0,12/27/2020
Finger Lakes,Seneca,96,0,12/27/2020
North Country,St. Lawrence,1228,1,12/27/2020
Southern Tier,Steuben,254,0,12/27/2020
Long Island,Suffolk,6227,22,12/27/2020
Mid-Hudson,Sullivan,253,2,12/27/2020
Southern Tier,Tioga,41,0,12/27/2020
Southern Tier,Tompkins,303,0,12/27/2020
Mid-Hudson,Ulster,915,4,12/27/2020
Capital Region,Warren,561,1,12/27/2020
Capital Region,Washington,271,0,12/27/2020
Finger Lakes,Wayne,209,0,12/27/2020
Mid-Hudson,Westchester,5211,24,12/27/2020
Finger Lakes,Wyoming,90,0,12/27/2020
Finger Lakes,Yates,111,0,12/27/2020
Capital Region,Albany,3605,8,12/28/2020
Western New York,Allegany,225,1,12/28/2020
New York City,Bronx,4301,16,12/28/2020
Southern Tier,Broome,411,1,12/28/2020
Western New York,Cattaraugus,459,1,12/28/2020
Central New York,Cayuga,652,0,12/28/2020
Western New York,Chautauqua,456,2,12/28/2020
Southern Tier,Chemung,47,0,12/28/2020
Southern Tier,Chenango,176,0,12/28/2020
North Country,Clinton,827,1,12/28/2020
Capital Region,Columbia,216,0,12/28/2020
Central New York,Cortland,266,1,12/28/2020
Southern Tier,Delaware,227,1,12/28/2020
Mid-Hudson,Dutchess,1208,9,12/28/2020
Western New York,Erie,8579,7,12/28/2020
North Country,Essex,255,0,12/28/2020
North Country,Franklin,726,1,12/28/2020
Mohawk Valley,Fulton,252,0,12/28/2020
Finger Lakes,Genesee,140,0,12/28/2020
Capital Region,Greene,148,0,12/28/2020
North Country,Hamilton,17,0,12/28/2020
Mohawk Valley,Herkimer,268,0,12/28/2020
North Country,Jefferson,168,1,12/28/2020
New York City,Kings,10508,38,12/28/2020
North Country,Lewis,139,0,12/28/2020
Finger Lakes,Livingston,317,0,12/28/2020
Central New York,Madison,644,0,12/28/2020
Finger Lakes,Monroe,6063,9,12/28/2020
Mohawk Valley,Montgomery,380,0,12/28/2020
Long Island,Nassau,10063,31,12/28/2020
New York City,New York,13599,42,12/28/2020
Western New York,Niagara,1308,1,12/28/2020
Mohawk Valley,Oneida,1752,3,12/28/2020
Central New York,Onondaga,3819,4,12/28/2020
Finger Lakes,Ontario,1004,1,12/28/2020
Mid-Hudson,Orange,1731,13,12/28/2020
Finger Lakes,Orleans,102,0,12/28/2020
Central New York,Oswego,491,2,12/28/2020
Mohawk Valley,Otsego,606,1,12/28/2020
Mid-Hudson,Putnam,307,4,12/28/2020
New York City,Queens,9802,39,12/28/2020
Capital Region,Rensselaer,1366,6,12/28/2020
New York City,Richmond,2966,10,12/28/2020
Mid-Hudson,Rockland,1563,6,12/28/2020
Capital Region,Saratoga,2195,7,12/28/2020
Capital Region,Schenectady,1422,4,12/28/2020
Mohawk Valley,Schoharie,92,1,12/28/2020
Southern Tier,Schuyler,43,0,12/28/2020
Finger Lakes,Seneca,131,0,12/28/2020
North Country,St. Lawrence,1428,1,12/28/2020
Southern Tier,Steuben,287,0,12/28/2020
Long Island,Suffolk,7553,25,12/28/2020
Mid-Hudson,Sullivan,275,2,12/28/2020
Southern Tier,Tioga,53,0,12/28/2020
Southern Tier,Tompkins,488,0,12/28/2020
Mid-Hudson,Ulster,1062,4,12/28/2020
Capital Region,Warren,691,1,12/28/2020
Capital Region,Washington,322,0,12/28/2020
Finger Lakes,Wayne,294,0,12/28/2020
Mid-Hudson,Westchester,5835,28,12/28/2020
Finger Lakes,Wyoming,100,0,12/28/2020
Finger Lakes,Yates,143,0,12/28/2020
Capital Region,Albany,4120,10,12/29/2020
Western New York,Allegany,276,1,12/29/2020
New York City,Bronx,5264,18,12/29/2020
Southern Tier,Broome,513,1,12/29/2020
Western New York,Cattaraugus,541,2,12/29/2020
Central New York,Cayuga,882,1,12/29/2020
Western New York,Chautauqua,532,2,12/29/2020
Southern Tier,Chemung,102,0,12/29/2020
Southern Tier,Chenango,246,0,12/29/2020
North Country,Clinton,1186,1,12/29/2020
Capital Region,Columbia,239,1,12/29/2020
Central New York,Cortland,376,1,12/29/2020
Southern Tier,Delaware,254,1,12/29/2020
Mid-Hudson,Dutchess,1359,10,12/29/2020
Western New York,Erie,9895,8,12/29/2020
North Country,Essex,332,0,12/29/2020
North Country,Franklin,952,3,12/29/2020
Mohawk Valley,Fulton,317,0,12/29/2020
Finger Lakes,Genesee,152,0,12/29/2020
Capital Region,Greene,164,0,12/29/2020
North Country,Hamilton,34,0,12/29/2020
Mohawk Valley,Herkimer,349,0,12/29/2020
North Country,Jefferson,258,1,12/29/2020
New York City,Kings,12307,42,12/29/2020
North Country,Lewis,205,0,12/29/2020
Finger Lakes,Livingston,422,1,12/29/2020
Central New York,Madison,791,0,12/29/2020
Finger Lakes,Monroe,6791,13,12/29/2020
Mohawk Valley,Montgomery,470,0,12/29/2020
Long Island,Nassau,11890,37,12/29/2020
New York City,New York,16132,53,12/29/2020
Western New York,Niagara,1646,1,12/29/2020
Mohawk Valley,Oneida,2070,4,12/29/2020
Central New York,Onondaga,4369,5,12/29/2020
Finger Lakes,Ontario,1217,1,12/29/2020
Mid-Hudson,Orange,1926,14,12/29/2020
Finger Lakes,Orleans,150,0,12/29/2020
Central New York,Oswego,658,2,12/29/2020
Mohawk Valley,Otsego,716,1,12/29/2020
Mid-Hudson,Putnam,380,4,12/29/2020
New York City,Queens,11865,47,12/29/2020
Capital Region,Rensselaer,1674,7,12/29/2020
New York City,Richmond,3743,12,12/29/2020
Mid-Hudson,Rockland,1874,8,12/29/2020
Capital Region,Saratoga,2456,7,12/29/2020
Capital Region,Schenectady,1626,5,12/29/2020
Mohawk Valley,Schoharie,185,1,12/29/2020
Southern Tier,Schuyler,70,1,12/29/2020
Finger Lakes,Seneca,163,0,12/29/2020
North Country,St. Lawrence,1642,1,12/29/2020
Southern Tier,Steuben,395,0,12/29/2020
Long Island,Suffolk,8714,27,12/29/2020
Mid-Hudson,Sullivan,315,2,12/29/2020
Southern Tier,Tioga,90,0,12/29/2020
Southern Tier,Tompkins,796,0,12/29/2020
Mid-Hudson,Ulster,1223,5,12/29/2020
Capital Region,Warren,850,1,12/29/2020
Capital Region,Washington,407,0,12/29/2020
Finger Lakes,Wayne,379,0,12/29/2020
Mid-Hudson,Westchester,6909,31,12/29/2020
Finger Lakes,Wyoming,109,0,12/29/2020
Finger Lakes,Yates,180,0,12/29/2020
Capital Region,Albany,5041,11,12/30/2020
Western New York,Allegany,304,1,12/30/2020
New York City,Bronx,6411,22,12/30/2020
Southern Tier,Broome,1376,2,12/30/2020
Western New York,Cattaraugus,603,2,12/30/2020
Central New York,Cayuga,1074,1,12/30/2020
Western New York,Chautauqua,777,2,12/30/2020
Southern Tier,Chemung,251,0,12/30/2020
Southern Tier,Chenango,329,0,12/30/2020
North Country,Clinton,1449,2,12/30/2020
Capital Region,Columbia,260,1,12/30/2020
Central New York,Cortland,442,1,12/30/2020
Southern Tier,Delaware,361,1,12/30/2020
Mid-Hudson,Dutchess,1793,12,12/30/2020
Western New York,Erie,11664,9,12/30/2020
North Country,Essex,430,0,12/30/2020
North Country,Franklin,1201,4,12/30/2020
Mohawk Valley,Fulton,403,0,12/30/2020
Finger Lakes,Genesee,190,0,12/30/2020
Capital Region,Greene,203,0,12/30/2020
North Country,Hamilton,49,0,12/30/2020
Mohawk Valley,Herkimer,616,0,12/30/2020
North Country,Jefferson,350,1,12/30/2020
New York City,Kings,13644,48,12/30/2020
North Country,Lewis,278,1,12/30/2020
Finger Lakes,Livingston,564,1,12/30/2020
Central New York,Madison,1034,1,12/30/2020
Finger Lakes,Monroe,8678,15,12/30/2020
Mohawk Valley,Montgomery,592,1,12/30/2020
Long Island,Nassau,13604,41,12/30/2020
New York City,New York,18140,58,12/30/2020
Western New York,Niagara,2130,1,12/30/2020
Mohawk Valley,Oneida,2395,4,12/30/2020
Central New York,Onondaga,5877,9,12/30/2020
Finger Lakes,Ontario,1586,1,12/30/2020
Mid-Hudson,Orange,2367,15,12/30/2020
Finger Lakes,Orleans,174,0,12/30/2020
Central New York,Oswego,1015,2,12/30/2020
Mohawk Valley,Otsego,783,1,12/30/2020
Mid-Hudson,Putnam,453,5,12/30/2020
New York City,Queens,13473,57,12/30/2020
Capital Region,Rensselaer,2071,9,12/30/2020
New York City,Richmond,4358,13,12/30/2020
Mid-Hudson,Rockland,2211,12,12/30/2020
Capital Region,Saratoga,3025,7,12/30/2020
Capital Region,Schenectady,2062,7,12/30/2020
Mohawk Valley,Schoharie,251,1,12/30/2020
Southern Tier,Schuyler,152,1,12/30/2020
Finger Lakes,Seneca,203,0,12/30/2020
North Country,St. Lawrence,1819,1,12/30/2020
Southern Tier,Steuben,531,1,12/30/2020
Long Island,Suffolk,11413,36,12/30/2020
Mid-Hudson,Sullivan,862,4,12/30/2020
Southern Tier,Tioga,179,1,12/30/2020
Southern Tier,Tompkins,947,0,12/30/2020
Mid-Hudson,Ulster,1477,9,12/30/2020
Capital Region,Warren,1019,1,12/30/2020
Capital Region,Washington,504,0,12/30/2020
Finger Lakes,Wayne,636,0,12/30/2020
Mid-Hudson,Westchester,8031,34,12/30/2020
Finger Lakes,Wyoming,127,0,12/30/2020
Finger Lakes,Yates,207,0,12/30/2020
Capital Region,Albany,5654,12,12/31/2020
Western New York,Allegany,321,1,12/31/2020
New York City,Bronx,7623,24,12/31/2020
Southern Tier,Broome,1832,2,12/31/2020
Western New York,Cattaraugus,654,2,12/31/2020
Central New York,Cayuga,1426,1,12/31/2020
Western New York,Chautauqua,1005,3,12/31/2020
Southern Tier,Chemung,579,0,12/31/2020
Southern Tier,Chenango,402,0,12/31/2020
North Country,Clinton,1676,2,12/31/2020
Capital Region,Columbia,294,1,12/31/2020
Central New York,Cortland,585,1,12/31/2020
Southern Tier,Delaware,414,1,12/31/2020
Mid-Hudson,Dutchess,2024,15,12/31/2020
Western New York,Erie,13591,11,12/31/2020
North Country,Essex,499,0,12/31/2020
North Country,Franklin,1444,6,12/31/2020
Mohawk Valley,Fulton,533,0,12/31/2020
Finger Lakes,Genesee,254,0,12/31/2020
Capital Region,Greene,227,0,12/31/2020
North Country,Hamilton,54,0,12/31/2020
Mohawk Valley,Herkimer,758,2,12/31/2020
North Country,Jefferson,1847,1,12/31/2020
New York City,Kings,14777,53,12/31/2020
North Country,Lewis,421,1,12/31/2020
Finger Lakes,Livingston,655,1,12/31/2020
Central New York,Madison,1156,1,12/31/2020
Finger Lakes,Monroe,10039,18,12/31/2020
Mohawk Valley,Montgomery,818,1,12/31/2020
Long Island,Nassau,15311,46,12/31/2020
New York City,New York,19712,65,12/31/2020
Western New York,Niagara,2370,1,12/31/2020
Mohawk Valley,Oneida,2868,5,12/31/2020
Central New York,Onondaga,7159,13,12/31/2020
Finger Lakes,Ontario,1906,1,12/31/2020
Mid-Hudson,Orange,2913,18,12/31/2020
Finger Lakes,Orleans,332,0,12/31/2020
Central New York,Oswego,1587,2,12/31/2020
Mohawk Valley,Otsego,946,2,12/31/2020
Mid-Hudson,Putnam,534,5,12/31/2020
New York City,Queens,15595,65,12/31/2020
Capital Region,Rensselaer,2335,11,12/31/2020
New York City,Richmond,4741,15,12/31/2020
Mid-Hudson,Rockland,2500,13,12/31/2020
Capital Region,Saratoga,3341,9,12/31/2020
Capital Region,Schenectady,2389,8,12/31/2020
Mohawk Valley,Schoharie,299,2,12/31/2020
Southern Tier,Schuyler,237,1,12/31/2020
Finger Lakes,Seneca,251,0,12/31/2020
North Country,St. Lawrence,2129,1,12/31/2020
Southern Tier,Steuben,645,1,12/31/2020
Long Island,Suffolk,14168,54,12/31/2020
Mid-Hudson,Sullivan,1013,4,12/31/2020
Southern Tier,Tioga,262,1,12/31/2020
Southern Tier,Tompkins,1155,0,12/31/2020
Mid-Hudson,Ulster,1701,11,12/31/2020
Capital Region,Warren,1109,1,12/31/2020
Capital Region,Washington,577,0,12/31/2020
Finger Lakes,Wayne,1002,0,12/31/2020
Mid-Hudson,Westchester,9319,41,12/31/2020
Finger Lakes,Wyoming,251,0,12/31/2020
Finger Lakes,Yates,241,0,12/31/2020
Capital Region,Albany,5768,12,01/01/2021
Western New York,Allegany,327,1,01/01/2021
New York City,Bronx,7944,25,01/01/2021
Southern Tier,Broome,1835,2,01/01/2021
Western New York,Cattaraugus,671,2,01/01/2021
Central New York,Cayuga,1432,1,01/01/2021
Western New York,Chautauqua,1010,3,01/01/2021
Southern Tier,Chemung,580,0,01/01/2021
Southern Tier,Chenango,402,0,01/01/2021
North Country,Clinton,1712,2,01/01/2021
Capital Region,Columbia,305,1,01/01/2021
Central New York,Cortland,589,1,01/01/2021
Southern Tier,Delaware,414,1,01/01/2021
Mid-Hudson,Dutchess,2436,16,01/01/2021
Western New York,Erie,13991,11,01/01/2021
North Country,Essex,502,0,01/01/2021
North Country,Franklin,1500,6,01/01/2021
Mohawk Valley,Fulton,534,0,01/01/2021
Finger Lakes,Genesee,279,0,01/01/2021
Capital Region,Greene,233,0,01/01/2021
North Country,Hamilton,54,0,01/01/2021
Mohawk Valley,Herkimer,758,2,01/01/2021
North Country,Jefferson,1849,1,01/01/2021
New York City,Kings,15608,58,01/01/2021
North Country,Lewis,421,1,01/01/2021
Finger Lakes,Livingston,726,1,01/01/2021
Central New York,Madison,1175,1,01/01/2021
Finger Lakes,Monroe,10896,19,01/01/2021
Mohawk Valley,Montgomery,820,1,01/01/2021
Long Island,Nassau,15974,49,01/01/2021
New York City,New York,19920,67,01/01/2021
